id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30244376,.,224595413,Nihan Nazel,,Kadikoy,40.98716,29.06174,Private room,120,1,0,,,2,180
30245505,Elite 3 Bedroom Family Residence A,157100965,Ahmet,,Umraniye,41.03148,29.11145,Entire home/apt,525,13,14,2021-01-23,0.50,46,91
30248808,Rahataiz edilmiyeceginiz rahat bir yer,227153610,Barbaros,,Cekmekoy,41.02188,29.23068,Entire home/apt,250,3,0,,,1,179
30250035,Full home,77883669,Başak,,Uskudar,41.02331,29.02324,Private room,250,1,0,,,3,180
30250213,Sunset over golden horn,3159798,Çağatay,,Beyoglu,41.03581,28.97488,Private room,195,1,1,2018-12-31,0.04,1,89
30252027,Room to rent,117185930,Koray,,Beyoglu,41.03173,28.98407,Private room,332,1,0,,,3,364
30252616,Room to rent istanbul/Beyoğlu,117185930,Koray,,Beyoglu,41.03125,28.98251,Private room,245,1,0,,,3,364
30252632,Galatahan Studio,3995118,Turan,,Beyoglu,41.02501,28.97553,Entire home/apt,945,1,0,,,20,0
30253028,Galatahan Hostel,3995118,Turan,,Beyoglu,41.02346,28.97471,Shared room,153,3,0,,,20,0
30257409,special private room in a safe place in Ortakoy,6981816,Fatma,,Besiktas,41.055,29.01587,Private room,382,4,0,,,1,365
30258552,Cihangir Teras,165657058,Ismail Murat,,Beyoglu,41.0313,28.98285,Entire home/apt,406,1,0,,,1,365
30259670,Wonderful Room with Awesome View at Cihangir,212399601,Çağrı,,Beyoglu,41.02992,28.98519,Private room,150,1,23,2020-10-01,0.84,2,336
30261269,PRIVATE ROOM 5 MINS TO SAW AIRPORT F1 RACE TRACK,100926125,Orhan,,Pendik,40.93525,29.28622,Private room,106,1,1,2019-04-01,0.04,1,365
30261600,Studio Balcony @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.04041,28.98244,Entire home/apt,233,2,9,2019-10-05,0.33,13,232
30264724,Yarenler Family flats (1+1 luxery flats) &Balcony,202289529,Alican,,Fatih,41.00937,28.97661,Entire home/apt,214,7,7,2020-11-23,0.27,2,364
30267885,Deniz.manzaralı,227316953,Yasin,,Avcilar,40.97571,28.74179,Private room,100,1,0,,,1,89
30270056,boutique hotel middle of  the  istiklal street,225719048,Vedat,,Beyoglu,41.029,28.97543,Private room,341,1,0,,,22,364
30278556,You feel in your home...,227407169,Fuat,,Avcilar,41.0601,28.71891,Private room,300,2,0,,,1,89
30279308,"cozy room in central location, Kadıköy",227411816,Şeniz,,Kadikoy,40.99525,29.03541,Private room,122,1,0,,,1,88
30281340,Elite 3 Bedroom Family Residence Nice B,157100965,Ahmet,,Umraniye,41.03136,29.11205,Entire home/apt,516,13,19,2021-01-31,0.68,46,93
30283994,Tam. Bir aile ortami rahat edebileciniz ferah,227448227,Yusuf,,Tuzla,40.86328,29.3046,Entire home/apt,274,7,1,2019-07-14,0.05,1,365
30284483,"Furkan Flat 1+ 1 with Swimming Pool, Fitnes,Garage",21844127,Ogün,,Maltepe,40.93509,29.13527,Entire home/apt,272,30,6,2021-01-04,0.30,9,361
30285524,"Whole flat, high ceilinged, central and historical",140891269,Elif,,Beyoglu,41.02984,28.97934,Entire home/apt,336,2,19,2020-03-09,0.73,4,31
30286012,Large Apt Cihangir Taksim Galata Istanbul Downtown,227465132,Alp,,Beyoglu,41.03035,28.98354,Entire home/apt,1867,6,41,2020-10-15,1.48,1,364
30306063,Nef 04 / Günlük Kiralık Lüks Residence,227603947,Barış,,Sisli,41.0763,28.99566,Entire home/apt,500,1,1,2019-01-01,0.04,3,320
30307330,Cozy Room,10853846,Secondhome,,Fatih,41.01302,28.97619,Private room,134,1,6,2020-12-15,0.25,8,365
30309790,Doğukan'ın Odası,227160197,Doğukan,,Fatih,41.01188,28.95092,Private room,150,2,1,2018-12-12,0.04,1,0
30312564,Purple house,227647506,Sibel,,Esenyurt,41.0231,28.65527,Entire home/apt,200,2,0,,,1,88
30331444,REAL STAR HOTEL - Deluxe Double Room,98101904,Zola,,Fatih,41.0106,28.93973,Hotel room,811,1,0,,,5,365
30331445,REAL STAR HOTEL - Quadruple Room,98101904,Zola,,Fatih,41.01088,28.93984,Hotel room,1313,1,0,,,5,365
30331449,"REAL STAR HOTEL - Bed & Breakfast, Triple Room",98101904,Zola,,Fatih,41.01173,28.93962,Hotel room,439,1,0,,,5,365
30331452,"REAL STAR HOTEL - Bed & Breakfast, Standard Room",98101904,Zola,,Fatih,41.01091,28.93966,Hotel room,379,1,0,,,5,365
30331458,REAL STAR HOTEL - Ekonomik Double Room,98101904,Zola,,Fatih,41.01243,28.94002,Hotel room,350,1,0,,,5,365
30333126,bakırköy merkez marmaray avm Acıbadem yakin,227769152,Alev,,Bakirkoy,40.97395,28.87493,Private room,100,1,0,,,1,365
30333467,GOODCİTY,227775186,Hatice,,Fatih,41.00752,28.97563,Entire home/apt,1000,1,6,2021-02-28,0.22,1,180
30334392,AMAZING SEAVIEW TERRACE STUDIO AT THE OLD CITY,122062,Umut,,Beyoglu,41.02633,28.97446,Entire home/apt,166,3,72,2021-01-07,2.79,2,343
30338390,Studio Apartment in Galata (A7),6735146,Noa,,Beyoglu,41.02568,28.97481,Entire home/apt,516,3,3,2020-06-26,0.13,19,330
30338684,Studio Apartment with Garden Access in Galata (A6),6735146,Noa,,Beyoglu,41.02546,28.97501,Entire home/apt,535,3,1,2020-08-23,0.13,19,348
30342435,"20Steps to GalataTower& 2Bedrooms& Cosy,Historical",227607417,Deniz Guney,,Beyoglu,41.02617,28.97348,Entire home/apt,342,1,26,2020-12-10,0.95,2,175
30343680,New apartment near Gran Bazar Istambul,21449538,Chozlan,,Fatih,41.01138,28.94876,Entire home/apt,649,4,0,,,2,180
30344945,Luxury Suite Sea and Island View,107684831,Ali,,Atasehir,40.97983,29.10405,Hotel room,624,1,16,2020-11-07,0.56,12,273
30345854,Come to Moda!,167927355,Bülent,,Kadikoy,40.98034,29.02647,Entire home/apt,600,3,1,2019-07-05,0.05,1,88
30347515,Cosy and Private Room in Cihangir/Taksim,166810169,Canberk,,Beyoglu,41.03307,28.98692,Private room,86,8,43,2021-01-21,1.53,3,136
30361089,Single Bed Comfy Room Istanbul Bakirkoy,3155348,Orcun,,Bakirkoy,40.98654,28.87909,Private room,207,2,0,,,5,179
30361326,3 Rooms 1 Living Room - Grand Holiday Istanbul,227944870,Ilhan,,Kucukcekmece,41.03668,28.79464,Private room,97288,1,0,,,2,365
30361820,2 bedroom + living room neer the blue mosgue,200191206,Ömer,,Fatih,41.00482,28.97281,Entire home/apt,460,2,21,2021-01-11,0.76,4,364
30361866,PAYLAŞIMLI ODA,227964869,Uğur,,Kagithane,41.07321,28.97433,Shared room,121,1,0,,,1,0
30362712,Calm and comfortable flat atthe centerofBagdatStr.,200213925,Cansu,,Kadikoy,40.96776,29.08332,Private room,330,2,0,,,2,365
30364897,Bala Flat with Bosphorus View,1390187,Hamit,,Kadikoy,40.99752,29.02808,Entire home/apt,201,28,39,2021-03-29,1.38,2,310
30368189,4 persons room near city center,225730978,Emre,,Beyoglu,41.03806,28.98297,Private room,450,1,0,,,3,270
30369202,Single room near city center,225730978,Emre,,Beyoglu,41.03853,28.98101,Private room,250,1,3,2019-03-10,0.12,3,269
30372715,Bosphorus and Galata Tower View,228032893,Selim,,Beyoglu,41.02635,28.97702,Private room,90,1,1,2019-01-02,0.04,1,365
30373189,3 BEDROOM SUITE APARTMENT IN TAKSIM,1902404,Property Management,,Sisli,41.04371,28.98368,Entire home/apt,1258,1,8,2020-10-30,0.30,22,360
30380947,Wake up on the Bosphorus like a Sultan!,212860091,Ocean,,Uskudar,41.02867,29.01645,Entire home/apt,2435,1,0,,,1,88
30385260,Old City Room,105932424,Mehmet,,Fatih,41.00796,28.97536,Private room,268,1,11,2020-08-25,0.47,7,364
30389219,Turquaz Stüdyo  Apartment  with a kitchen.,9657067,Özlem,,Fatih,41.0283,28.94872,Private room,290,15,4,2020-12-24,0.18,7,349
30391018,Cozy Tiny room with Private Garden near to Galata,1806391,Arzu,,Beyoglu,41.02691,28.97708,Private room,208,2,8,2019-07-07,0.29,2,243
30395301,7 minutes walk to Cevhair mall +metro+ metrobus,228236490,Abdullah,,Sisli,41.05941,28.98899,Private room,80,1,1,2018-12-23,0.04,1,0
30401707,2 Bedrooms Centre of Istanbul/ Balcony/ Bomonti,146930489,F.,,Sisli,41.05616,28.97669,Entire home/apt,1654,4,0,,,1,365
30409117,Emir Hotel,96857011,,,Fatih,41.00311,28.9723,Private room,106,2,4,2019-11-05,0.15,3,0
30411512,Near To Ataturk Airport Very Lux Room,149252383,Ogulcan,,Kucukcekmece,40.99926,28.78948,Private room,181,1,0,,,1,0
30419145,Elite 2 Bedroom Family Residence 27,157100965,Ahmet,,Umraniye,41.03144,29.11214,Entire home/apt,409,13,18,2021-03-13,0.66,46,81
30419364,Calm and cozy flat in Besitkas,27314156,Sara,,Besiktas,41.04595,29.01086,Private room,221,5,0,,,1,90
30422997,Cihangir: 2 Private Bedrooms in Central Location,34059676,Ferruh,,Beyoglu,41.03104,28.98288,Private room,530,2,1,2020-01-04,0.07,3,210
30423791,A GOOD BOUTİQUE HOTEL HONYMOON ROOM,193858509,Özlem Şahika & Murat Miraz,,Beyoglu,41.03216,28.9782,Private room,430,1,0,,,7,365
30424293,Cihangir: Private double room close to Taksim,34059676,Ferruh,,Beyoglu,41.03104,28.98288,Private room,207,2,2,2019-05-04,0.08,3,122
30424580,Cihangir: Double Room near Taksim with terrace,34059676,Ferruh,,Beyoglu,41.03065,28.98195,Private room,204,2,11,2020-01-07,0.47,3,307
30434370,Sanitized Spacious & Cosy Room,60064082,Kivanc,,Kadikoy,40.97268,29.0743,Private room,83,1,10,2020-03-07,0.35,3,61
30435656,"cosy, peaceful flat in kadikoy center",167707828,Merve,,Kadikoy,40.99539,29.02554,Entire home/apt,291,3,14,2020-11-25,0.49,1,179
30437934,2 bedrooms 1 living room 2 min by walking to taxim,223237327,Esfandyar,,Sisli,41.04641,28.9856,Entire home/apt,458,2,1,2019-01-03,0.04,1,365
30438162,"Taksim central apart, studio rooms.",228536585,Hosein,,Beyoglu,41.04008,28.98538,Private room,550,1,2,2019-01-19,0.07,1,365
30439742,Private Room in The Center Of Besiktas,185637946,Ceren,,Besiktas,41.04529,29.00749,Private room,110,2,1,2019-01-01,0.04,2,364
30452470,Kiralik oda,79313830,Havva,,Uskudar,41.05433,29.06701,Private room,100,3,0,,,1,0
30458592,one room one big bed  best location,98343669,Oktay,,Fatih,41.00668,28.97186,Private room,210,1,0,,,4,365
30460628,Istanbul Nuans building,228670834,Efe,,Kagithane,41.08591,28.97877,Entire home/apt,241,1,0,,,1,341
30461029,Cosy & easy flat with a winter garden,144708195,Yigit,,Kadikoy,40.98409,29.03206,Private room,156,1,1,2019-04-11,0.04,1,365
30461343,Kadıköy Merkezde Heryere Ulaşımı Kolay,228697895,Hasan,,Kadikoy,40.99337,29.02756,Private room,333,1,0,,,2,90
30462922,İstanbul Birden fazla bölümden oluşan bina,228707227,Meliha,,Kartal,40.90054,29.18711,Entire home/apt,850,9,1,2019-05-19,0.04,1,358
30464052,Wooden Flat w/NETFLIX and Computer in City Center,43170299,,,Sisli,41.05561,28.98584,Entire home/apt,415,1,48,2021-03-27,1.71,12,356
30464779,Perfect location / Private Room + Bathroom,100622919,Hilal,,Kadikoy,41.01057,29.03817,Private room,100,7,19,2021-03-12,0.68,7,149
30464927,Cosy room with bosphorus view,93829284,Canan,,Besiktas,41.04713,29.01255,Private room,240,1,0,,,2,364
30465372,Central practical and warm. Close to all locations,228723510,Gençer,,Fatih,41.0148,28.9396,Private room,122,1,1,2018-12-30,0.04,1,179
30491005,SİTE İÇİ GÜVENLİK ACIK KAPALI OTOPARK,228514324,Yusuf,,Basaksehir,41.09375,28.77543,Entire home/apt,812,3,0,,,1,365
30495076,Nogays home,228870803,Ercan,,Kagithane,41.08801,29.00278,Private room,80,3,0,,,1,180
30501611,Luxury 4 floor villa Pool & AirCo,228908995,Ozlem,,Basaksehir,41.08226,28.6763,Entire home/apt,1290,12,8,2019-09-21,0.29,1,365
30502463,Class Family House.D5,228913599,Tarabya Palas Suıt,,Sariyer,41.14349,29.04562,Entire home/apt,450,2,3,2020-11-12,0.11,9,90
30502704,Rent A Room at Rezidans,228896347,Mustafa,,Kagithane,41.09908,28.99848,Entire home/apt,68,7,0,,,1,166
30504648,"Clean suit , good security, near to taksim",221911953,,,Beyoglu,41.03839,28.98186,Entire home/apt,200,3,0,,,9,364
30505090,24 BEYOGLU CIHANGIR CLEAN COMFORTABLE  CITY CENTER,228931394,Lakot,,Beyoglu,41.02797,28.9793,Entire home/apt,249,2,43,2021-03-13,1.79,3,363
30515276,Lovely room** central** near to metro and ferry,38431557,Osman,,Kadikoy,40.99693,29.02899,Private room,117,1,6,2019-10-16,0.21,2,346
30516613,Grand Family House D8,228913599,Tarabya Palas Suıt,,Sariyer,41.14349,29.04562,Entire home/apt,700,2,3,2020-09-07,0.39,9,90
30517181,VBA Suiten (4 rooms 1 living room)VIP concep,216701786,Vba Suiten,,Kagithane,41.08395,28.98593,Hotel room,832,2,1,2019-04-10,0.04,13,100
30520863,Günay Otel,85694804,Mustafa,,Sile,41.13661,29.85075,Private room,260,1,1,2020-08-01,0.12,1,365
30522602,"Kavalalı Suites,Family and Group Apartment",128812993,Enes,,Beyoglu,41.02563,28.97729,Entire home/apt,2004,1,9,2021-03-25,0.36,13,365
30523489,Kendı evinizde hissedin,229048564,Ahmet,,Besiktas,41.05482,29.00568,Entire home/apt,550,1,0,,,1,0
30523500,Pera Colour House(Red House) in Taksim withBalcony,229048031,Ilhan,,Beyoglu,41.03655,28.97266,Entire home/apt,217,2,83,2021-03-08,2.97,16,351
30528268,Aslan Residence Taksim İstanbul 2+1,227792101,Aslan Residence Beyoğlu,,Beyoglu,41.03457,28.9822,Entire home/apt,432,1,17,2020-12-11,0.69,7,133
30529270,Beşiktaş'ta merkezi bir apart.,226064941,Havva,,Besiktas,41.0464,29.00332,Private room,170,1,0,,,1,365
30530779,Taksim delux apartment with swimming pool,213157136,Ghassan,,Sisli,41.04323,28.98347,Entire home/apt,1101,2,1,2019-05-05,0.04,67,180
30532045,Bostancı,229104216,Tuğba,,Maltepe,40.953,29.0993,Private room,200,2,0,,,1,0
30532346,34th floor Elite 2 Bedroom Family Residence,209419808,Pelin,,Umraniye,41.02579,29.10143,Entire home/apt,409,13,14,2021-03-04,0.51,2,87
30537179,Hayvan dostlarına özel İstanbul'un göbeğinde oda.,211341349,Sevgi,,Kagithane,41.06656,28.97029,Private room,80,1,0,,,1,365
30538699,YILDIRIM CITY HOME'S (COMFORT),204823431,Halil,,Beyoglu,41.03623,28.98227,Entire home/apt,188,3,48,2021-03-08,1.72,5,342
30545779,"For 5 persons ,Near to Taksim square,good security",221911953,,,Beyoglu,41.03886,28.98374,Entire home/apt,299,3,0,,,9,364
30547158,rear front room . 1st floor no lift,26045721,Huseyin Asim,,Fatih,41.00624,28.95476,Entire home/apt,185,3,20,2021-01-06,0.73,22,365
30547363,Elite 2 Bedroom Family Residence 34,157100965,Ahmet,,Umraniye,41.03137,29.11035,Entire home/apt,409,13,20,2021-03-22,0.73,46,69
30552727,15 min Atatürk Airport Home in Center,229234643,Sezer,,Bakirkoy,40.98024,28.87109,Private room,80,1,1,2019-01-20,0.04,1,179
30552730,As your home 2,67605163,Ertuğrul,,Fatih,41.00861,28.94972,Private room,97,1,1,2019-08-05,0.05,2,364
30553982,ENJOY YOUR STAY AND MAKE IT UNFORGETABLE.,1460766,Birim,,Kadikoy,40.9756,29.04142,Private room,601,3,0,,,2,87
30555211,Amazing Rooftop View & Central Location,226293371,Konul,,Beyoglu,41.03011,28.97951,Entire home/apt,408,2,7,2020-01-03,0.26,1,179
30556330,Room for rent.,205469457,Eylul,,Besiktas,41.08569,29.0324,Private room,159,3,0,,,2,362
30557077,Cosy apartment with a garden in Central Kadıköy2,4553046,Oğuz,,Kadikoy,40.98906,29.03117,Private room,120,2,41,2021-03-17,1.47,2,354
30559195,Taksime ve Nişantaşına Yakın Ev,119116579,Orkan,,Sisli,41.04439,28.98611,Entire home/apt,300,1,1,2018-12-08,0.04,1,179
30559498,Квартира в Таксиме посуточно,8602323,Lali,,Sisli,41.0418,28.98053,Entire home/apt,150,3,1,2020-08-11,0.13,5,345
30560468,Neruda’s Room in Kadıköy,226542612,Ramazan,,Kadikoy,40.98983,29.03154,Private room,100,1,13,2021-03-16,0.47,5,127
30561501,"Cozy, Light, Double Flat, Own Garden in Center",7178013,Semih Kanmaz,,Beyoglu,41.02993,28.97942,Entire home/apt,450,2,16,2020-05-27,0.59,1,0
30562257,Güvenlikli Site İçerisinde Lüks Oda,229290478,Anıl Yakın,,Esenyurt,41.01928,28.64514,Shared room,100,1,0,,,1,0
30562693,Private room in Istanbul,229294701,Serhan,,Kartal,40.91133,29.19206,Private room,85,1,0,,,1,89
30563533,Nazım Hikmet's Palace in Kadıköy,226542612,Ramazan,,Kadikoy,40.99193,29.03065,Entire home/apt,360,1,27,2020-09-20,1.01,5,312
30573546,DREAM ROOM.....,227261631,Batu,,Besiktas,41.0731,29.01944,Private room,100,1,0,,,1,0
30573785,Super VİP Hotel Appartments İstanbul,214078387,Nizamittin,,Kagithane,41.08326,28.98669,Entire home/apt,425,2,0,,,5,90
30579047,Pera Colour House(Yellow) in Taksim with Balcony,229048031,Ilhan,,Beyoglu,41.03656,28.97378,Entire home/apt,220,2,69,2021-02-12,2.48,16,356
30580294,Pera Purple House in Taksim with Balcony,229048031,Ilhan,,Beyoglu,41.03491,28.97177,Entire home/apt,211,2,48,2021-03-18,1.75,16,355
30580616,Pera Pink House in Taksim,229048031,Ilhan,,Beyoglu,41.03652,28.97245,Entire home/apt,195,2,92,2021-03-12,3.30,16,338
30581082,Pera Green House in Taksim,229048031,Ilhan,,Beyoglu,41.03483,28.97182,Entire home/apt,192,2,51,2021-01-02,1.84,16,350
30581722,Pera Colour House (Blue house) in Taksim,229048031,Ilhan,,Beyoglu,41.03646,28.97202,Entire home/apt,208,2,89,2021-04-03,3.22,16,357
30585323,This is Kadıköy. A comfy room in the city center.,40696353,Sinan,,Kadikoy,40.98804,29.02692,Private room,80,2,78,2020-11-26,2.79,1,57
30591451,Family House King Terass,228913599,Tarabya Palas Suıt,,Sariyer,41.14349,29.04562,Entire home/apt,600,2,3,2021-03-11,0.20,9,90
30600507,Bahattin's Home,229518039,Bahattin,,Fatih,41.00632,28.9714,Entire home/apt,1000,1,1,2018-12-10,0.04,1,365
30604183,MODERN CİTY HOUSE,66925981,Ferhat,,Kartal,40.90228,29.21616,Private room,382,1,0,,,1,179
30618966,TAKSİM MEYDANINA SADECE 100M METRE UZAKLIKTA DAİRE,229448794,Kadir,,Beyoglu,41.03674,28.98131,Private room,1921,1,0,,,1,365
30623138,2+1 Rooms Hotel Apartment With Reception İn Taksim,214078387,Nizamittin,,Beyoglu,41.0376,28.98328,Entire home/apt,897,2,0,,,5,365
30624195,Tuyap Exibition Center,191842316,Aslı,,Esenyurt,41.02468,28.62778,Entire home/apt,363,1,0,,,6,365
30640715,FAMILY  FLAT (1+1),210234740,Sedat,,Sisli,41.05072,28.9823,Entire home/apt,624,7,0,,,5,334
30651639,Gensi Home,229566568,Oğuz,,Besiktas,41.04238,29.00747,Private room,120,1,13,2019-09-19,0.47,1,214
30664928,"Tarabya Palas Suit/
Family House Garden.D2",228913599,Tarabya Palas Suıt,,Sariyer,41.14349,29.04562,Entire home/apt,450,2,7,2020-03-04,0.29,9,90
30673861,2 min from Galata tower w/a View,226045385,Saadet,,Beyoglu,41.02745,28.97274,Entire home/apt,769,3,1,2019-01-02,0.04,2,51
30674186,Amazing Luxury Accomodation.,89475677,Nilufer,,Bakirkoy,40.95894,28.83666,Private room,500,2,0,,,1,173
30686010,Evim,195945054,Hena,,Maltepe,40.91846,29.15625,Private room,250,1,0,,,1,0
30687923,A house of the rising sun with a splendid location,229703855,Ege,,Kadikoy,40.98954,29.0239,Private room,100,1,0,,,1,362
30691734,EMA HOTEL,204936048,Koray,,Buyukcekmece,41.00474,28.60134,Private room,189,1,1,2020-07-08,0.11,1,363
30698840,"Tarabya Palas Suit/Klas Family House
Garden D4",228913599,Tarabya Palas Suıt,,Sariyer,41.14349,29.04562,Entire home/apt,475,2,1,2021-02-21,0.71,9,90
30700640,TUĞRA SUİTE,229800080,Yelken,,Kadikoy,40.98918,29.02636,Entire home/apt,300,1,0,,,1,181
30703582,"Luxury rooms with private bath, foreigners only",199968704,Fatih,,Kadikoy,40.97526,29.06132,Private room,185,1,0,,,1,180
30704321,luxury apt n Istanbul maslak nice views n balcony,213157136,Ghassan,,Sariyer,41.13231,29.04039,Entire home/apt,1615,2,0,,,67,0
30705150,Etiler Luxury House,186901717,La,,Besiktas,41.0785,29.02854,Private room,280,2,0,,,1,364
30705730,Apartman Dairesi,229837400,Bilge,,Uskudar,41.02252,29.01917,Private room,55,1,2,2019-05-08,0.07,1,364
30705892,Central and Clean Apartment in Beşiktaş,41126740,Merve,,Besiktas,41.0476,29.00274,Private room,98,1,6,2020-01-20,0.22,1,334
30710000,Very Central Flat in Beşiktaş,229868569,Hafize,,Besiktas,41.0477,29.00161,Entire home/apt,590,1,0,,,1,89
30711351,Taksim Yazıcı  Triblex Home,221318164,Emir,,Beyoglu,41.03376,28.9853,Entire home/apt,576,2,5,2019-03-27,0.18,1,365
30711625,lovely apartment in great location in Moda/Kadıköy,5217561,Şehnaz,,Kadikoy,40.98756,29.02316,Entire home/apt,450,2,10,2021-03-14,0.53,1,263
30711784,The best position inistanbul&familyroomwithbalcony,211003486,Dawid,,Fatih,41.00514,28.96427,Private room,282,2,7,2020-02-22,0.32,8,199
30722325,2bedroom 1livingroom with little Hagia Sophia view,15600860,Selim,,Fatih,41.00234,28.97251,Entire home/apt,488,1,76,2021-02-12,2.79,14,338
30723131,2 bedroom 1 living room apartment in Sultanahmet,15600860,Selim,,Fatih,41.00204,28.9709,Entire home/apt,572,1,81,2021-01-31,2.95,14,348
30723493,Kadıköy boğa heykeline 5 dakika,229789513,Murat,,Fatih,41.0133,28.93943,Private room,53,1,0,,,1,0
30724485,Istanbul Under Your Feet! Studio Flat / 38th Floor,200828080,Ajda,,Atasehir,40.99379,29.08616,Entire home/apt,334,30,17,2020-09-26,0.62,3,365
30726718,NiceFlat with garden near Bağdat Ave. Long Term,229986521,,,Kadikoy,40.96148,29.09254,Entire home/apt,263,90,20,2019-09-08,0.83,9,180
30726810,Taksim Square Apartmant,7420241,Serdar,,Beyoglu,41.03565,28.98613,Entire home/apt,213,2,8,2021-02-11,0.29,10,365
30728189,Bohemian house with garden,229996190,Nevin Kivilcim,,Kadikoy,40.98841,29.03113,Entire home/apt,2496,7,0,,,1,89
30730576,Suite double Room,159283889,Eylül,,Beyoglu,41.03328,28.9846,Hotel room,195,2,5,2019-07-27,0.18,13,365
30732193,Sıfır Temiz Daire 4 yatak.,223980353,Ibrahim,,Esenyurt,41.02515,28.6717,Entire home/apt,200,7,0,,,1,365
30732722,Peaceful and Warm,172898716,Aiden,,Sisli,41.07105,28.98696,Shared room,157,1,2,2019-10-31,0.07,1,179
30738958,4 bed room middle in taksim,159283889,Eylül,,Beyoglu,41.03513,28.98302,Hotel room,269,1,4,2019-10-19,0.17,13,365
30749999,Furnished Room in Fatih / Istanbul,20844601,Yusuf,,Fatih,41.01006,28.93818,Private room,71,1,35,2021-04-01,1.26,9,330
30753628,Sanitized Comfy Balcony Room,60064082,Kivanc,,Kadikoy,40.97369,29.07121,Private room,83,1,5,2019-08-25,0.19,3,60
30754696,VBA SUİTEN (3 bedroom+1 Living room),216701786,Vba Suiten,,Kagithane,41.0851,28.98533,Hotel room,809,2,1,2019-02-10,0.04,13,0
30756205,Yeşillik ve huzur bir ortamda konaklama,230148459,Metin,,Beylikduzu,40.97906,28.67625,Private room,250,1,0,,,1,0
30756458,Fulya'da Temiz Merkezi Daire,18810800,Altug Kaan,,Sisli,41.06501,28.99948,Entire home/apt,300,1,1,2019-04-14,0.04,1,178
30756719,★Luxury home (12th floor) German Architect Houses★,77232218,Cuneyt,,Basaksehir,41.06404,28.67647,Entire home/apt,325,1,23,2021-03-23,0.84,6,361
30757182,Superior Suite in the Heart of the City,230154352,,,Beyoglu,41.02913,28.9729,Entire home/apt,429,1,40,2021-03-15,1.60,12,360
30759448,Suite Room&Terrace/Closer to Galata,205503131,Okan,,Beyoglu,41.02652,28.97418,Entire home/apt,754,1,55,2021-03-14,1.98,15,365
30762015,TAKSiM CHEAP ROOM,230149421,Emin,,Sisli,41.04681,28.9828,Private room,90,1,3,2019-09-26,0.13,9,365
30765869,Exclusive Luxury Flat in the Heart of the City,228528482,6 Hane Üsküdar,,Uskudar,41.02246,29.01586,Entire home/apt,375,3,0,,,1,89
30766499,Cozy apartment in a lovely neighbourhood,93269987,Duygu,,Kadikoy,40.97976,29.07306,Entire home/apt,240,2,10,2020-08-22,0.39,1,91
30768831,Superior Studio Flat With Balcony 2 nd Floor,3257050,Tolga,,Beyoglu,41.03674,28.98241,Entire home/apt,139,3,75,2021-03-12,2.69,7,335
30769862,Deluxe Roof Top Loft Flat with Balcony 4 rd Floor,3257050,Tolga,,Beyoglu,41.03809,28.98093,Entire home/apt,207,3,87,2021-03-21,3.13,7,336
30776077,NEF Inistanbul Fully Furnished 2+1 Flat,230273217,,,Zeytinburnu,41.02711,28.90006,Entire home/apt,514,2,7,2020-09-18,0.29,1,311
30780917,Экономная квартира в Таксиме,8602323,Lali,,Beyoglu,41.04004,28.98055,Entire home/apt,130,1,9,2020-01-01,0.37,5,361
30782484,Ekonomik dayre Taksımde,230309803,Turhan,,Beyoglu,41.04014,28.98045,Entire home/apt,150,3,17,2020-09-05,0.63,4,361
30786429,DELUXE TAKSİM,85893416,Parvin,,Beyoglu,41.03612,28.98122,Private room,195,1,53,2021-03-13,1.96,21,363
30788196,Clean and Simple Room at Çekmeköy,230165135,Suhan,,Cekmekoy,41.02711,29.17874,Entire home/apt,431,1,0,,,1,0
30788914,Kadıköy merkezde 2 kişilik odaları olan Butik Otel,209126872,Belizia,,Kadikoy,40.99442,29.02733,Private room,224,1,7,2021-02-20,1.14,4,360
30788962,Very Comfortable Apartment in Istiklal Street,20563335,Ferhat,,Beyoglu,41.03103,28.97857,Entire home/apt,253,3,49,2021-02-09,1.79,1,309
30789862,İstanbul Birden fazla bölümden oluşan bina,229983868,Edip,,Fatih,41.00487,28.93326,Private room,172,1,0,,,1,0
30790421,BRIGHT APART FOR 6 PAX,15770987,Sultan,,Fatih,41.00497,28.97164,Entire home/apt,195,2,13,2020-08-25,0.47,7,358
30790973,Sea View Balcony Top Floor 3-be Marmara Apartment,582060,Fernando,,Fatih,41.0051,28.96967,Entire home/apt,472,2,52,2021-03-24,1.92,13,361
30791238,Manzarali kartal yuvasi gibi bir çatı Dairesi,230367864,Erhan,,Atasehir,40.97489,29.10585,Entire home/apt,500,1,0,,,1,365
30793393,2 BDR APARTMENT IN TAKSIM,1902404,Property Management,,Sisli,41.04157,28.98355,Entire home/apt,669,1,2,2020-04-14,0.08,22,365
30794338,"Comfortable, clean, peaceful,quiet furnished flat",5811216,Ayse,,Uskudar,41.03159,29.02994,Entire home/apt,463,1,4,2019-12-20,0.17,1,365
30794541,Old City Room City View,105932424,Mehmet,,Fatih,41.00876,28.97476,Private room,294,1,8,2019-07-11,0.31,7,365
30794676,GOOD LOCATION BETWEEN AIRPORT AND TOURISTIC PLACES,230390627,Hüseyin,,Zeytinburnu,40.99951,28.89546,Private room,500,1,0,,,2,179
