id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20815,The Bosphorus from The Comfy Hill,78838,Gülder,,Besiktas,41.06976,29.04379,Entire home/apt,973,365,41,2018-11-07,0.31,2,363
27271,Lovely apartment in perfect location,117026,Mutlu,,Beyoglu,41.03254,28.98153,Entire home/apt,286,30,2,2018-05-04,0.03,1,303
27831,"Large, clean, spacious apartment",120067,Defne,,Sisli,41.06777,29.00337,Entire home/apt,726,1,0,,,1,364
28277,Duplex Apartment 11 with Terrace,121607,Alen,,Sisli,41.04672,28.98402,Entire home/apt,576,14,0,,,14,331
28318,Cosy home overlooking Bosphorus,121721,Aydin,,Sariyer,41.09104,29.0558,Entire home/apt,1014,3,0,,,1,88
29241,"↪ Istanbul, Your second house",125742,Şevki,,Beyoglu,41.04803,28.95227,Private room,405,3,0,,,1,365
30697,nice home in popular area,132137,Nan,,Beyoglu,41.03213,28.978,Private room,977,1,1,2010-06-14,0.01,1,365
33368,Deluxe double bedroom @ Nisantasi,135136,Ozlem,,Sisli,41.05376,28.99876,Private room,514,2,1,2014-10-21,0.01,2,364
34925,A room in galata beyoglu,150435,Esr,,Beyoglu,41.02694,28.97628,Private room,563,1,0,,,1,364
35580,Sea View terrace  House,153032,Michel,,Beyoglu,41.0347,28.97369,Entire home/apt,293,30,38,2020-02-03,0.43,3,334
35938,Cosy Room in Istanbul Center,154245,Sinan,,Sisli,41.04962,28.99846,Private room,609,1,0,,,1,365
41753,Örücü Palace / Princess Apartment,182639,Mehmet Ali,,Beyoglu,41.02907,28.97794,Entire home/apt,567,5,46,2017-05-21,0.36,7,181
42246,Room on a Hill - quiet and comfy,184607,Mina,,Besiktas,41.06429,29.03945,Entire home/apt,573,3,46,2016-11-07,0.38,1,337
44421,Beautiful Studio With A View,194194,Zeyno,,Beyoglu,41.02942,28.98154,Private room,903,180,86,2015-10-06,0.67,2,79
44429,"Cozy, central, lovely&check out the bathroom!*",194194,Zeyno,,Beyoglu,41.03084,28.97986,Entire home/apt,336,5,24,2021-03-14,0.75,2,65
47264,Kurucesme stunning seaview peacfull Flat,213410,,,Besiktas,41.06464,29.0358,Entire home/apt,446,30,9,2019-09-02,0.07,7,153
47377,Double Room in Taksim,214374,Bertan Kemal,,Beyoglu,41.0337,28.99039,Private room,406,3,0,,,1,365
48346,Charming Apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03258,29.03239,Entire home/apt,573,3,15,2021-02-14,0.14,2,334
49955,A room with a view of Bosphorous.,228352,Oz,,Fatih,41.01717,28.96325,Private room,477,1,0,,,1,0
52828,Prince(Garden Apart),182639,Mehmet Ali,,Beyoglu,41.0269,28.97924,Entire home/apt,576,5,27,2017-03-14,0.22,7,180
58441,Private  studio bestlocation@Taksim,279673,Engin,,Beyoglu,41.03728,28.98414,Entire home/apt,292,28,16,2016-12-31,0.15,3,364
62172,Central Location Taksim/Cihangir,302361,Nurten,,Beyoglu,41.03442,28.98561,Private room,763,3,0,,,3,0
62817,Quiet room in central apartment,305202,Oksan,,Beyoglu,41.03638,28.9909,Private room,359,2,74,2018-08-22,0.62,1,364
77190,flat with garden'n' terrace taksim,413150,Baris,,Beyoglu,41.03411,28.98973,Entire home/apt,257,5,33,2018-08-16,0.28,2,365
77292,3 Bedroom Apartment with Terrace Bosphorus View,414003,,,Beyoglu,41.03583,28.98989,Entire home/apt,955,3,2,2020-08-29,0.26,10,289
101397,❛Cozy • Clean • Central • Room❜,531367,Guliz,,Beyoglu,41.02937,28.98044,Private room,136,2,68,2020-01-02,0.58,1,363
108537,Cihangir Connection,561692,Hasan,,Beyoglu,41.02945,28.98253,Entire home/apt,438,2,3,2018-04-11,0.07,1,365
114786,Blue Mosque View in Sultanahmet,582060,Fernando,,Fatih,41.0063,28.97916,Entire home/apt,809,2,82,2021-03-17,0.74,13,317
124137,Beautiful Artist's home staycation,594053,Dev,,Beyoglu,41.03451,28.98654,Entire home/apt,417,3,44,2021-03-20,0.47,2,245
127912,"View, Kid-friendly, Central @Taksim",632856,Secil,,Beyoglu,41.03625,28.99129,Entire home/apt,403,4,28,2019-09-19,0.27,1,353
130225,Room in a modern home.,641487,Efe,,Kadikoy,40.97618,29.04442,Private room,415,1,1,2012-08-04,0.01,1,0
130231,Flat with super Golden Horn view,641504,Chris,,Beyoglu,41.03631,28.97438,Entire home/apt,316,3,27,2020-08-05,0.23,1,51
133148,Eveything you need - as you wish,654031,Nurhan,,Kagithane,41.06517,28.95571,Entire home/apt,1214,2,0,,,1,365
135858,"En-suite, city view, near center",665735,Kemal,,Beyoglu,41.04156,28.97527,Private room,2442,5,15,2012-10-09,0.13,2,364
135956,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02984,28.97569,Private room,115,60,29,2020-11-20,0.25,8,255
136818,warm family place ..,669517,Cengiz,,Kadikoy,40.98242,29.05151,Private room,526,1,0,,,1,0
138394,Entire Flat at Cihangir/Taksim,675641,Juliet,,Beyoglu,41.03282,28.98537,Entire home/apt,971,1,0,,,1,0
139804,Entire house in central Kadikoy,681763,Deniz,,Kadikoy,40.98574,29.02851,Entire home/apt,406,4,8,2019-12-21,0.07,1,0
140269,Penthouse in Taxim -with 2 bedrooms,683356,Damir,,Beyoglu,41.03703,28.97592,Entire home/apt,438,3,129,2019-03-01,1.09,3,62
140952,(-55%)28nts in may 300€:Best LocationDuplex@Taksim,279673,Engin,,Beyoglu,41.03759,28.98208,Entire home/apt,429,15,8,2017-01-10,0.10,3,365
146854,Beautiful & Super Deluxe Flat,709964,Lily,,Sisli,41.04786,28.98086,Private room,490,1,0,,,1,365
158461,Friendly Family Home,760827,Enathol,,Adalar,40.87171,29.1291,Private room,809,1,0,,,1,0
158618,King Suite Studio  Near Taksim Square,730566,Murat,,Beyoglu,41.0383,28.98227,Private room,528,1,0,,,3,365
160809,"""Homeinİstanbul"" wGreat Location",770100,Neslihan,,Beyoglu,41.03358,28.98907,Entire home/apt,490,3,13,2015-10-06,0.11,2,173
162180,Nice flat in historical Galata,775317,Cigdem,,Beyoglu,41.02778,28.97628,Entire home/apt,1142,6,1,2011-09-25,0.01,1,365
164216,Ottoman Flat 2BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03757,28.98327,Entire home/apt,913,2,36,2019-06-13,0.32,3,362
166265,Apartment in the Heart of the City1,792658,ISlK,,Beyoglu,41.03919,28.98266,Entire home/apt,269,3,152,2021-03-10,1.56,9,355
168404,Charming Apt City Center Taksim,802569,Maria,,Beyoglu,41.03233,28.98856,Entire home/apt,963,2,134,2018-04-30,1.15,3,364
169106,Kiptas Seyrantepe Residence Flat,805693,Koray,,Maltepe,40.9476,29.16943,Entire home/apt,859,3,0,,,1,365
170150,Lovely Gardened House 10 minutes walking to metro,810759,Tuna,,Uskudar,41.01713,29.06957,Entire home/apt,405,30,87,2021-02-04,0.76,2,332
171593,Nice historical apartment in Galata,818744,Fırat,,Beyoglu,41.02566,28.97881,Entire home/apt,1217,7,3,2012-01-07,0.03,1,365
175766,at the center of İstanbul..,840111,Kadir,,Sisli,41.07005,28.98561,Private room,249,1,0,,,1,0
178868,"Bright Room, Great Location...",770100,Neslihan,,Beyoglu,41.03323,28.98896,Private room,207,2,38,2015-12-31,0.32,2,268
191058,Room with balcony in shared flat-for female guests,666066,Ali,,Beyoglu,41.0281,28.97585,Private room,146,20,26,2020-07-18,0.25,8,121
191069,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02797,28.97626,Private room,115,16,24,2020-11-02,0.22,8,93
197991,Nice room with balcony,907770,Tuğba,,Uskudar,41.0164,29.01527,Private room,229,1,0,,,1,0
199068,"Luxurious, specially designed...!",972196,Taskin,,Esenyurt,41.02719,28.68328,Private room,812,1,0,,,1,365
199411,08JAN-29MAR/WINTER SUPER DISCOUNT,973997,Shinnosuke,,Beyoglu,41.02812,28.97732,Entire home/apt,288,3,102,2021-02-28,0.88,1,362
204518,Lovely and Cozy Flat at Cihangir,1004513,Defne,,Beyoglu,41.02909,28.98305,Entire home/apt,391,14,2,2011-09-22,0.02,2,365
207933,GORGEOUS BOSPHORUS VIEW! COMFY ROOM,1023387,Daniele,,Beyoglu,41.03679,28.9921,Private room,341,3,10,2013-10-05,0.10,1,268
210496,6-Cabin Yacht with A/C,1038139,Burchan,,Beykoz,41.0787,29.08596,Private room,3551,1,0,,,2,0
213816,Stay near Bagdat Avenue - 3BR apt,767876,Pelin,,Kadikoy,40.97607,29.06526,Entire home/apt,389,3,17,2021-03-20,0.16,3,341
214188,decent quality/price balance in Ist,1105099,Necip,,Fatih,41.01698,28.92835,Private room,146,20,40,2015-06-01,0.35,2,89
220149,Sultan,182639,Mehmet Ali,,Beyoglu,41.02889,28.97782,Entire home/apt,574,5,9,2015-04-29,0.08,7,364
223519,We are in the center of Istanbul!,1162133,Tamer,,Kadikoy,40.97033,29.09902,Private room,158,1,4,2015-12-01,0.03,1,365
224612,My nice flat in Nisantasi/,1169188,Esin,,Sisli,41.05758,28.99082,Private room,391,5,0,,,1,365
224910,The Heart of Istanbul,1171112,Marya,,Basaksehir,41.10619,28.73866,Entire home/apt,961,1,0,,,1,365
226255,Harem,182639,Mehmet Ali,,Beyoglu,41.02698,28.97732,Entire home/apt,951,5,10,2019-08-21,0.09,7,365
229498,Cozy studio apartment in Cihangir,1167189,Bilgehan,,Beyoglu,41.02878,28.98111,Entire home/apt,614,4,114,2019-07-11,1.01,2,350
231869,Nice and Clean Lovely Room Cihangir,1004513,Defne,,Beyoglu,41.0302,28.98089,Private room,334,14,1,2015-05-26,0.01,2,365
237993,Cozy Room in the Heart of Kadıköy,1212675,Basak,,Kadikoy,40.98636,29.02482,Private room,149,2,11,2018-11-25,0.15,2,88
237994,Comfy Furnished Room in a Cozy Home,1212675,Basak,,Kadikoy,40.98461,29.02536,Private room,181,2,1,2017-08-01,0.02,2,363
238904,2  PRIVATE ROOMS IN SULTANAHMET,1252482,Ramazan,,Fatih,41.00536,28.98055,Private room,539,1,0,,,1,365
244604,FULL EQUIPPED FLAT IN OLD ISTANBUL,1283374,Timur,,Fatih,41.01379,28.9416,Private room,730,2,0,,,1,365
251414,"Apartment in Montmartre, Paris",1318632,Bahar,,Beyoglu,41.03226,28.98692,Entire home/apt,480,7,1,2012-01-06,0.01,1,358
253055,CIHANGIR | Stunning Bosphorus View!,852380,Ilker,,Beyoglu,41.03375,28.98324,Entire home/apt,922,1,68,2020-10-13,0.60,5,155
253859,A boutique experience in Istanbul,1333286,Erdal,,Beyoglu,41.03121,28.98085,Private room,865,1,0,,,1,365
254664,Sur la place de la tour de Galata,1337721,Hervé,,Beyoglu,41.02435,28.97479,Entire home/apt,961,2,0,,,1,365
256825,BLUE Mosque walking&Grand pazar مشي لكل مكان,1351134,,,Fatih,41.01234,28.94558,Private room,98,4,225,2019-12-22,2.09,15,180
256838,"Down town,walk to everywhereوسط اسطنبول يوسف باشا",1351134,,,Fatih,41.01196,28.94689,Private room,100,3,17,2020-11-25,0.16,15,180
259206,Cosy Flat at the Center of ISTANBUL,1323348,Feride,,Sisli,41.06217,28.99359,Entire home/apt,374,2,32,2020-07-13,0.29,4,259
260378,Bright and characterful in Galata!,1366111,Julia & Tarkan,,Beyoglu,41.02586,28.97366,Entire home/apt,612,2,105,2021-03-12,0.96,13,360
265297,"Sunny Flat for Room Price, Taksim",1391673,Serkan,,Sisli,41.04307,28.98449,Entire home/apt,408,2,2,2012-05-28,0.02,1,90
265772,Furnished Flats & Historical Room,1393796,Hülya,,Sisli,41.05635,28.98644,Private room,324,1,0,,,2,364
270561,"Room minuet 2TRAM Street,Yusufpasha اتفضلوااهلاًبكم",1351134,,,Fatih,41.01021,28.94509,Private room,106,4,152,2019-09-22,1.35,15,120
270883,only 10 minutes to Sultanahmet,1417732,Tayfun,,Fatih,41.02397,28.94966,Entire home/apt,480,7,0,,,1,365
271439,Charming Delightful Studio@Centre 3,466302,Demir,,Beyoglu,41.02822,28.97447,Entire home/apt,269,3,145,2020-12-10,1.29,11,255
274454,"Galateia Apartments,1 BR up to 4",1435301,Galateia,,Beyoglu,41.02732,28.97465,Entire home/apt,1633,30,0,,,2,365
276621,Room TRAM STREET اتفضلوا اهلاً بيكم,1351134,,,Fatih,41.01143,28.94603,Shared room,83,2,79,2019-08-02,0.73,15,180
277581,Standard Suites,1449395,Emre,,Kadikoy,40.99252,29.02529,Entire home/apt,371,3,28,2019-11-25,0.48,3,316
277589,Spacious Family Apt in Kadiköy,1449395,Emre,,Kadikoy,40.99376,29.0251,Entire home/apt,632,3,8,2018-01-28,0.15,3,303
277592,1+1 65m2 Deluxe Suitler,1449395,Emre,,Kadikoy,40.99472,29.02664,Entire home/apt,438,3,46,2018-06-03,0.46,3,352
280227,Asian Side Apartment with SEA VIEW,1460766,Birim,,Kadikoy,40.97521,29.04125,Entire home/apt,803,4,0,,,2,1
280776,Terrace Bosphorus Sea View Taksim,802569,Maria,,Beyoglu,41.03292,28.98701,Entire home/apt,1519,2,262,2020-07-31,2.34,3,184
282117,"cozy quite home, in the center",1465693,Asimo,,Beyoglu,41.03207,28.98052,Entire home/apt,730,7,0,,,1,0
282148,"High Quality, Professionally Managed Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,573,3,71,2021-03-31,0.65,5,365
282266,Design chic serviced apt in Galata.,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,669,3,36,2020-12-14,0.33,5,365
282289,Modern serviced flat in Galata,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,573,3,81,2021-03-29,0.75,5,359
282295,"Professionally Managed, High Quality Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,755,3,71,2021-02-21,0.65,5,350
282881,"top location,bright & cozy 2bdr apt",353220,Özge,,Beyoglu,41.02845,28.97049,Entire home/apt,973,1,57,2016-09-11,0.52,1,358
287982,Lovely Room at the heart of İSTANBL,1323348,Feride,,Sisli,41.05993,28.99423,Private room,166,1,10,2016-09-01,0.09,4,354
287983,CENTRAL&SAFETY Location Bright Room,1323348,Feride,,Sisli,41.06011,28.99553,Private room,195,2,58,2018-09-25,0.54,4,354
290607,Galata Flat 3,735581,Bahadir,,Beyoglu,41.02967,28.97492,Entire home/apt,673,6,0,,,3,365
290608,Galata - Newly Furnished Flat 1,735581,Bahadir,,Beyoglu,41.02796,28.97312,Entire home/apt,673,6,1,2015-10-26,0.02,3,365
293754,2 bedr apart 5 mins from Airport,1497897,Mehmet Emin,,Bahcelievler,40.99144,28.84474,Entire home/apt,850,3,4,2019-05-19,0.09,2,365
294981,Cozy Furnished Flat in Residence,1520874,Eralp,,Sisli,41.05783,28.99253,Private room,477,2,0,,,1,0
297040,"Galateia  Bosphorus, 1BR w Terrace",1435301,Galateia,,Beyoglu,41.02761,28.97634,Entire home/apt,1921,1,0,,,2,365
298136,Sanctuary of Peace,1536767,Ferhan,,Adalar,40.871,29.1295,Entire home/apt,764,1,2,2020-01-01,0.09,1,365
304011,Beyoglu/Center with Beautiful View,1564870,Living,,Beyoglu,41.03537,28.97316,Entire home/apt,334,3,13,2020-11-30,0.15,2,0
304029,Zero km to City Center -- Friendly,1564916,Esen,,Sisli,41.05156,28.99052,Private room,179,2,35,2016-11-02,0.32,1,365
305801,Sweet Garden  House,1572930,Mehmet,,Besiktas,41.04921,29.0221,Private room,189,3,1,2012-10-01,0.01,1,365
310557,Studio apartment İstiklal Street,1597714,Behiye,,Beyoglu,41.03234,28.97472,Private room,859,2,0,,,1,0
315554,"Bosphorous View, Greenary, comfrtbl",1620835,Rajesh,,Besiktas,41.08725,29.03729,Private room,380,1,0,,,1,0
316220,pvt Apt ◆ Anatolian Side of Istnbul,1624077,Can,,Uskudar,41.02466,29.03419,Entire home/apt,334,1,0,,,1,365
318933,lovely home with sea view,1128679,Akın Savaş,,Kadikoy,40.9821,29.02276,Entire home/apt,450,6,12,2020-11-01,0.17,1,343
324576,Family  Apartment with Private Hammam,1667741,Ceyhun,,Fatih,41.00409,28.97903,Entire home/apt,1423,1,1,2018-03-24,0.03,5,365
330043,İstanbul Beyoğlu Cihangir,1677640,Didem,,Beyoglu,41.03107,28.98585,Private room,673,1,0,,,1,364
332070,Full Bosphorus sea&Istanbul view,1664518,Gokce Doruk,,Uskudar,41.02971,29.01917,Private room,382,1,0,,,2,0
338403,120m2 private apart Taxim.,1719162,Emre,,Sisli,41.04133,28.98743,Entire home/apt,1153,2,7,2014-05-05,0.06,1,365
338540,Walk to GRAND pazarيوسف باشا مشي لبيازيت,1351134,,,Fatih,41.01117,28.94704,Private room,97,3,62,2020-01-06,0.57,15,180
341852,on Galata Roofs.  Super central istiklal avenue,1734426,Lino And Gioia,,Beyoglu,41.03415,28.98102,Entire home/apt,404,2,28,2019-10-16,0.34,3,273
350818,Furnished Double BR with Breakfast,1778050,Ali Sinan,,Beyoglu,41.03117,28.9748,Private room,1074,1,0,,,1,365
351006,Full Bosphorus Sea View ◆ near Park,1664518,Gokce Doruk,,Uskudar,41.02962,29.02154,Private room,341,2,0,,,2,365
351790,in the city center,1782227,İnan,,Sisli,41.07781,29.00894,Hotel room,974,10,2,2015-05-23,0.03,1,365
355170,Modern Deluxe Studio Near to Taksim,730566,Murat,,Beyoglu,41.03622,28.98274,Private room,576,1,0,,,3,365
360053,Modern Flat 30m to Istiklal- Taksim,1821399,Hakan,,Beyoglu,41.03485,28.98233,Entire home/apt,573,30,0,,,1,365
362196,Apartment in the Heart of the City2,792658,ISlK,,Beyoglu,41.03915,28.98273,Entire home/apt,291,3,102,2020-11-04,1.25,9,363
362228,Studio in the Heart of the City 1,792658,ISlK,,Beyoglu,41.03911,28.98266,Entire home/apt,332,3,160,2021-03-28,1.90,9,320
362494,Single Room  @Taksim Downtown,1806816,Kaboom Guest House,,Beyoglu,41.03596,28.97148,Private room,88,1,3,2021-03-30,0.03,8,332
364077,A single room in Istanbul - Kadikoy,1839212,Ferhat,,Kadikoy,40.99547,29.03697,Private room,341,2,0,,,1,365
371112,Stylish 2 bedroom in Cihangir,1869420,Asli-Ali,,Beyoglu,41.02999,28.98291,Entire home/apt,614,2,69,2021-03-21,0.66,1,53
374837,Charming Delightful Studio@Centre 2,466302,Demir,,Beyoglu,41.0273,28.97743,Entire home/apt,225,1,126,2019-11-06,1.15,11,304
378383,Historic mansion center of Buyukada,1900682,Aysen,,Adalar,40.87361,29.13289,Entire home/apt,669,2,26,2020-08-03,0.24,1,230
380072,"truly unique accommodation,Istanbul",1907609,Filiz,,Besiktas,41.05692,29.00054,Private room,1569,1,0,,,1,365
387379,Happy | Pure Life Concept (Basement),1938185,,,Beyoglu,41.03563,28.97339,Entire home/apt,110,2,137,2020-02-03,1.26,2,365
391645,"Bright flat, great view! Kadikoy",1958346,Adelaide And Ali,,Kadikoy,40.99728,29.02795,Entire home/apt,620,3,74,2021-01-31,0.68,2,332
398075,Charming Delightful Studio@Centre 1,466302,Demir,,Beyoglu,41.02745,28.97574,Entire home/apt,236,3,70,2020-12-16,0.64,11,314
401359,Central Apt. in Popular Nisantaşı,2002975,,,Besiktas,41.0495,28.99777,Private room,446,3,1,2012-04-02,0.01,1,365
409921,SANLI,182639,Mehmet Ali,,Beyoglu,41.02914,28.97614,Entire home/apt,9598,4,12,2015-05-06,0.12,7,364
412766,Безупречночисто CasaLoBueno#1 Splendid GalataTower,2054075,Doret & Izel,,Beyoglu,41.02967,28.97256,Entire home/apt,769,4,70,2020-01-04,0.65,4,355
422001,Cozy Room @ Kaboom Guesthouse,1806816,Kaboom Guest House,,Beyoglu,41.03489,28.97376,Private room,86,2,9,2020-09-30,0.09,8,183
422065,Cute apartment in center of Beyoglu,2099221,Nahide,,Beyoglu,41.03422,28.98006,Entire home/apt,323,3,105,2021-03-26,0.98,3,149
422071,Cozy Flat 1BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03728,28.98093,Entire home/apt,620,2,63,2019-10-03,0.60,3,362
423833,Rooms for rent in Nişantaşı Şişli,2081426,Sanem,,Sisli,41.05317,28.99176,Private room,391,2,1,2012-04-27,0.01,1,365
428901,"Minutes walk to center, 2 BDRM Apt",1770428,Cheng,,Beyoglu,41.03626,28.9761,Entire home/apt,195,5,40,2020-01-11,0.42,1,364
429200,Pasha,182639,Mehmet Ali,,Beyoglu,41.02734,28.97751,Entire home/apt,946,5,1,2012-09-09,0.01,7,181
429475,SALE !!!City 1 bed Luxury Residence,1879849,Cecille,,Sisli,41.05835,28.99082,Entire home/apt,486,1,22,2014-09-21,0.21,1,365
445208,fairly furnished flat @ city center,2170489,Atila,,Sisli,41.05426,28.99157,Entire home/apt,161,3,23,2020-10-23,0.22,1,324
447142,Ottoman istanbul..Yusufpasha Tram ترام يوسف باشا,1351134,,,Fatih,41.01038,28.94676,Private room,97,2,23,2020-01-12,0.22,15,180
457790,Old City Sultanahmet Apart Istanbul,2231981,,,Fatih,41.00581,28.96676,Entire home/apt,642,3,120,2019-10-18,1.12,13,365
469638,Near the bosphorus,2330281,Omer,,Besiktas,41.06782,29.04236,Private room,332,2,26,2019-06-17,0.25,2,177
469811,"Couple friendly, Cute Roof w terrace in Beyoglu",2331089,Mehmet,,Beyoglu,41.03085,28.97494,Entire home/apt,465,2,45,2021-02-19,0.61,5,345
478289,ULTRA LUXE RESIDENCE WITH FREE SWIM.POOL ETC,2368759,Angie,,Basaksehir,41.0718,28.67921,Entire home/apt,793,6,12,2018-05-29,0.17,1,365
484153,"comfy room in Taksim, Istanbul",2395401,Özgür,,Sisli,41.04461,28.98187,Private room,195,2,3,2018-04-16,0.04,1,83
499401,"Fair, clean & comfy Apt - Beyoglu",2464199,Fahrettin,,Beyoglu,41.03034,28.97043,Entire home/apt,1465,1,9,2013-09-17,0.08,5,362
507117,Duplex Penthouse Central Located,2499854,Ozan,,Sisli,41.05739,28.9955,Private room,222,1,2,2017-05-18,0.02,1,365
511142,The best room for young people,1298849,Berkan,,Beyoglu,41.03404,28.98117,Private room,88,1,46,2021-03-23,0.43,1,55
511597,Flats in Taksim 2 min. to square #2,2519004,Vedat Öz,,Bagcilar,41.03183,28.84544,Entire home/apt,478,2,2,2013-03-15,0.02,1,365
511807,decent price/quality balance in Ist,1105099,Necip,,Fatih,41.01874,28.92929,Private room,97,20,9,2015-06-30,0.08,2,180
516610,Nakkas Apart,2543742,Nakkas,,Fatih,41.0038,28.97045,Entire home/apt,1040,1,3,2012-11-28,0.03,2,365
516720,Very central place-small room for 1,2544222,Biray Anil,,Sisli,41.06193,28.98508,Private room,98,1,42,2016-03-10,0.39,1,364
519364,"Lovely Sea, Topkapi  Palace, Hagia Sophia Views!",1366111,Julia & Tarkan,,Beyoglu,41.0272,28.97564,Entire home/apt,863,2,72,2021-03-22,1.02,13,353
519468,"Cosy charm, fabulous terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02459,28.97327,Entire home/apt,1029,2,107,2021-03-31,1.02,13,343
520072,Room in Anatolian side of Istanbul,2404749,Sabite,,Kadikoy,40.98141,29.04636,Private room,124,1,0,,,1,365
520189,"Cosy with frescoes, terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02786,28.9745,Entire home/apt,640,2,94,2021-03-12,0.88,13,347
520238,Stylish gem with amazing charm and nightlife buzz!,1366111,Julia & Tarkan,,Beyoglu,41.03595,28.97748,Entire home/apt,639,2,182,2021-03-23,1.75,13,339
522700,2 Bedrooms & Galata & Best Design,2570612,Ahmet,,Beyoglu,41.02642,28.97432,Entire home/apt,963,2,94,2016-07-22,0.88,11,365
529151,"135 sqm. at Galata Tower, Beyoğlu",2599754,Sedat,,Beyoglu,41.0271,28.97478,Entire home/apt,527,3,129,2020-03-20,1.28,1,365
536465,Spacious room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03807,28.97582,Private room,133,3,16,2019-08-22,0.19,6,364
536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,,Beyoglu,41.03806,28.97582,Entire home/apt,291,2,54,2020-09-23,0.51,6,220
538538,flat in a safe & quiet district,2645069,Mehmet,,Kadikoy,41.00897,29.04131,Private room,243,1,0,,,1,365
538833,Very Central Room With Sea View,2646839,Hexagram,,Beyoglu,41.03201,28.98275,Private room,446,1,47,2016-04-21,0.46,3,0
541629,Apartment flat entrance - Beyoglu,2464199,Fahrettin,,Beyoglu,41.03025,28.97029,Entire home/apt,584,2,22,2018-07-29,0.21,5,89
541989,Beautiful Triplex in City Center,2664929,Figen,,Besiktas,41.07564,29.03602,Entire home/apt,730,5,13,2018-08-14,0.13,1,358
542354,Nakkas Apart with Sea View,2543742,Nakkas,,Fatih,41.00575,28.97075,Private room,1145,1,0,,,2,364
546900,Very modern Apartment in Gayrettepe,2689464,,,Besiktas,41.06409,29.00296,Private room,1352,1,0,,,1,365
553222,Cozy room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,125,3,22,2020-04-30,0.24,6,364
555588,Historical Istanbul House @ Taksim,2731976,Daniel,,Sisli,41.04358,28.98584,Entire home/apt,481,3,294,2021-02-13,2.78,2,210
556293,A duplex @ heart of shop & dine,135136,Ozlem,,Sisli,41.0518,28.9986,Entire home/apt,1070,2,1,2016-01-01,0.02,2,363
559714,Blue Suites by V Sultanahmet Deluxe,2751565,Volkan,,Fatih,41.00709,28.97905,Entire home/apt,1563,2,9,2019-10-31,0.10,3,364
565598,"Fully furnished penthouse, Beyoglu",2781217,Fatma,,Beyoglu,41.036,28.97583,Entire home/apt,211,3,88,2020-11-21,1.00,5,365
568306,"Economic Apt @ Taksim SQ, Beyoglu",225378,Goksel,,Beyoglu,41.03292,28.98175,Private room,432,3,0,,,2,365
568452,Terraced Ottoman Villa,2797172,Piril,,Sariyer,41.16389,29.04211,Private room,1459,5,2,2015-09-05,0.02,4,365
569323,"cosy & comfy room, very central",2802812,Rey,,Beyoglu,41.03542,28.98595,Private room,245,2,0,,,1,365
570021,Designer Penthouse in Trendy Bebek,2779211,Bora,,Besiktas,41.08232,29.04265,Entire home/apt,1244,2,16,2020-01-04,0.15,1,359
571088,simple&clean room with amazin view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,432,7,16,2015-09-16,0.15,4,89
572504,Bright room with balcony in 2b flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,147,3,25,2020-03-17,0.26,6,303
572569,Lively room in 2b renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,124,3,5,2015-10-08,0.05,6,364
575482,"LARGE, SAFE & COMFORTABLE FLAT",2266179,Seyda Mari,,Sisli,41.05458,28.98433,Entire home/apt,557,2,152,2020-12-11,1.45,2,365
575662,Terraced Ottoman Villa - Room 1,2797172,Piril,,Sariyer,41.16357,29.04244,Private room,584,5,2,2016-10-26,0.02,4,365
576358,comfortable and  central location,2464199,Fahrettin,,Beyoglu,41.03032,28.97043,Entire home/apt,921,30,23,2018-08-02,0.22,5,364
576398,Terraced Ottoman Villa - Room 2,2797172,Piril,,Sariyer,41.16267,29.04337,Private room,573,5,0,,,4,365
576414,Terraced Ottoman Villa - Room 3,2797172,Piril,,Sariyer,41.16257,29.04247,Private room,389,5,1,2012-12-23,0.01,4,365
576710,"CENTRAL PART OF ISTANBUL,TAXIM",2836764,Cerith,,Sisli,41.04425,28.98196,Entire home/apt,326,2,25,2018-09-05,0.24,3,365
581815,STUDiO FLAT /ERASMUS STUDENT (İST,2951165,,,Sisli,41.04846,28.98748,Entire home/apt,535,3,0,,,2,179
583129,double BR @ the heart of Cihangir,2872780,Galata,,Beyoglu,41.02423,28.97544,Private room,573,1,0,,,1,365
